Ano;Já foi atendido pelo CRAI?;Tipo de Atendimento;País de origem;Distrito de residência;Como ficou sabendo do serviço?;Escolaridade;Raça/Cor/Etnia declarada;Profissão;Relação de trabalho;Condição de moradia;Identidade de gênero;Orientação sexual;Idioma materno;Situação migratória atual;Foi vítima de violência?;Identifique o tipo de violação;Demanda do atendimento ;Total
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Baba;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Motorista;Não informado;Acolhido em Abrigos / Unidades de reclusão;Homem Cisgênero;Não informado;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Orientações diversas;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Autônomo;Acolhido em Abrigos / Unidades de reclusão;Homem Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Autônomo;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Autônomo;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Autônomo;Alugado;Homem Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Autônomo;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Autorização de residência por prazo indeterminado;Não;Não informado;Orientações diversas;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Autônomo;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Autônomo;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Desempregada(o);Alugado;Homem Cisgênero;Heterossexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Desempregada(o);Alugado;Homem Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Desempregada(o);Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Autorização de residência temporária;Não;Não informado;Orientações diversas;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Desempregada(o);Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Empregada(o) com carteira;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Empregada(o) com carteira;Alugado;Homem Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Acolhido em Abrigos / Unidades de reclusão;Homem Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Acolhido em Abrigos / Unidades de reclusão;Homem Cisgênero;Não informado;Espanhol;Autorização de residência por prazo indeterminado;Não informado;Não informado;Acesso a serviços públicos;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;2
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;2
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não informado;Não informado;Regularização migratória;2
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Espanhol;Outra;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Espanhol;Residente fronteiriço;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Regularização migratória;2
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Autorização de residência por prazo indeterminado;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Autorização de residência temporária;Não informado;Não informado;Regularização migratória;2
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;3
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não informado;Não informado;Regularização migratória;3
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Cedido;Homem Cisgênero;Não informado;Espanhol;Autorização de residência por prazo indeterminado;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Cedido;Homem Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Cedido;Mulher Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não trabalha;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Trabalho informal;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Técnico em informática;Não informado;Alugado;Homem Cisgênero;Não informado;Urdu;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;atendente ;Empregada(o) com carteira;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;cabelereira ;Autônomo;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Autorização de residência por prazo indeterminado;Sim;Assédio sexual;Não informado;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;comerciante ;Autônomo;Alugado;Homem Cisgênero;Não informado;Árabe;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;domestica ;Empregada(o) sem carteira;Cedido;Mulher Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;motorista ;Autônomo;Alugado;Homem Cisgênero;Bissexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;pedreiro ;Empregada(o) com carteira;Alugado;Homem Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Prefere não declarar;Eletricista;Não informado;Situação de rua;Homem Cisgênero;Não informado;Espanhol;Visto;Não informado;Não informado;Acolhimento para situações de vulnerabilidade e risco;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Prefere não declarar;Garçom;Não informado;Situação de rua;Homem Cisgênero;Não informado;Espanhol;Visto;Não informado;Não informado;Acolhimento para situações de vulnerabilidade e risco;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Prefere não declarar;Não informado;Não informado;Situação de rua;Homem Cisgênero;Não informado;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Acolhimento para situações de vulnerabilidade e risco;2
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Prefere não declarar;Vendedora Farmacia;Não informado;Situação de rua;Mulher Cisgênero;Não informado;Português;Visto;Não informado;Não informado;Acolhimento para situações de vulnerabilidade e risco;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Cabeleireira;Não informado;Situação de rua;Mulher Cisgênero;Não informado;Português;Visto;Não informado;Não informado;Acolhimento para situações de vulnerabilidade e risco;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Comercio;Não informado;Situação de rua;Mulher Cisgênero;Não informado;Português;Autorização de residência temporária;Não informado;Não informado;Acolhimento para situações de vulnerabilidade e risco;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Cozinheira;Não informado;Situação de rua;Mulher Trans;Não informado;Espanhol;Autorização de residência temporária;Não informado;Não informado;Acolhimento para situações de vulnerabilidade e risco;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Cuidados do Lar;Não informado;Alugado;Mulher Cisgênero;Não informado;Inglês;Autorização de residência por prazo indeterminado;Não informado;Não informado;Acesso a programas de cidadania;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;DOMESTICA ;Desempregada(o);Alugado;Mulher Cisgênero;Não informado;Português;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Geral;Não informado;Situação de rua;Homem Cisgênero;Não informado;Português;Visto;Não informado;Não informado;Acolhimento para situações de vulnerabilidade e risco;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Gerente de Marketing;Não informado;Cedido;Mulher Cisgênero;Não informado;Português;Visto;Não informado;Não informado;Acolhimento para situações de vulnerabilidade e risco;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Hotelaria;Não informado;Alugado;Mulher Cisgênero;Não informado;Português;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Acesso a serviços públicos;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Informatica;Não informado;Situação de rua;Homem Cisgênero;Não informado;Português;Visto;Não informado;Não informado;Acolhimento para situações de vulnerabilidade e risco;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Mecanico;Não informado;Cedido;Homem Cisgênero;Não informado;Português;Visto;Não informado;Não informado;Acolhimento para situações de vulnerabilidade e risco;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Motorista;Não informado;Situação de rua;Homem Cisgênero;Não informado;Português;Visto;Não informado;Não informado;Acolhimento para situações de vulnerabilidade e risco;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Autônomo;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Autônomo;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Autônomo;Alugado;Homem Cisgênero;Heterossexual;Francês;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Autônomo;Alugado;Homem Cisgênero;Não informado;Francês;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Autônomo;Alugado;Mulher Cisgênero;Heterossexual;Crioulo Haitiano;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Desempregada(o);Alugado;Homem Cisgênero;Heterossexual;Crioulo Guiné-Bissau;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Desempregada(o);Alugado;Homem Cisgênero;Heterossexual;Português;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Desempregada(o);Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Desempregada(o);Ocupação;Mulher Cisgênero;Não informado;Português;Indocumentado / Irregular;Não informado;Não informado;Orientações diversas;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Empregada(o) com carteira;Alugado;Homem Cisgênero;Bissexual;Português;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Empregada(o) com carteira;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;2
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Empregada(o) com carteira;Alugado;Homem Cisgênero;Heterossexual;Inglês;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Empregada(o) com carteira;Alugado;Homem Cisgênero;Não informado;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Orientações diversas;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Empregada(o) sem carteira;Alugado;Homem Cisgênero;Heterossexual;Crioulo Haitiano;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Empregada(o) sem carteira;Próprio;Homem Cisgênero;Heterossexual;Crioulo Haitiano;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não Declarado;Acolhido em Abrigos / Unidades de reclusão;Mulher Cisgênero;Não informado;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não Declarado;Alugado;Homem Cisgênero;Bissexual;Francês;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não Declarado;Alugado;Mulher Cisgênero;Heterossexual;Francês;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Acolhido em Abrigos / Unidades de reclusão;Homem Cisgênero;Não informado;Português;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Acolhido em Abrigos / Unidades de reclusão;Mulher Cisgênero;Não informado;Português;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Residente fronteiriço;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Crioulo Guiné-Bissau;Autorização de residência por prazo indeterminado;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Crioulo Guiné-Bissau;Outra;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Crioulo Haitiano;Autorização de residência temporária;Não informado;Não informado;Orientações diversas;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Crioulo Haitiano;Autorização de residência temporária;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Crioulo Haitiano;Indocumentado / Irregular;Não informado;Não informado;Orientações diversas;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não informado;Não informado;Orientações diversas;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Francês;Autorização de residência por prazo indeterminado;Não informado;Não informado;Acesso a serviços públicos;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Francês;Residente fronteiriço;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Francês;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Orientação sobre documento brasileiro;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Francês;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Regularização migratória;3
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Inglês;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Inglês;Autorização de residência temporária;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Inglês;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Lingala;Autorização de residência por prazo indeterminado;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Português;Autorização de residência temporária;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Português;Indocumentado / Irregular;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Português;Outra;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Português;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Heterossexual;Português;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Crioulo Guiné-Bissau;Autorização de residência por prazo indeterminado;Não informado;Não informado;Orientações diversas;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Crioulo Guiné-Bissau;Indocumentado / Irregular;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Crioulo Haitiano;Autorização de residência temporária;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Outra;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Residente fronteiriço;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Francês;Autorização de residência por prazo indeterminado;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Francês;Autorização de residência temporária;Não informado;Não informado;Orientações diversas;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Francês;Indocumentado / Irregular;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Inglês;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Regularização migratória;1
2021;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Português;Autorização de residência por prazo indeterminado;Não informado;Não informado;Regularização migratória;7
